"","Leg Place","Elapsed Time","Team Name","Team #","Racer Name","Gender","Category","Div Place"
"1",1,"0:37:24","Aeromech",231,"Alec Pasqualina","Male","Competitive Open",1
"2",2,"0:39:04","Boomer's Drive-In",171,"steve dempsey","Male","Competitive Open",2
"3",3,"0:39:16","BEAVERS TREE SERVICE",181,"Brian Ecker","Male","Whatcom County Open",1
"4",4,"0:40:13","Archer Ale House",164,"Jeff Cummings","Male","Masters",1
"5",5,"0:40:17","Jacks and Jill",129,"Brad Nelson","Male","Recreational Open",1
"6",6,"0:40:45","VanDammage",264,"Darrin Seeds","Male","Competitive Open",3
"7",7,"0:40:51","The Monkey Wrench Gang",36,"Tim Berntson","Male","Competitive Open",4
"8",8,"0:40:55","Key Bank",193,"Ian Gerrish","Male","Veterans",1
"9",9,"0:41:21","Sensible.Technology",232,"Todd Gallaher","Male","Masters",2
"10",10,"0:41:26","The Unorthodocs",16,"Clinton Seal","Male","Recreational Open",2
"11",11,"0:41:51","Team AK-WA",107,"Tucker Thomas","Male","Masters",3
"12",12,"0:41:58","Inn at Lynden",244,"Tom Schafer","Male","Whatcom County Open",2
"13",13,"0:42:00","Brooks Manufacturing Co.",12,"Doug Nathe","Male","Competitive Open",5
"14",14,"0:42:02","Neiner Neiner Weiner",104,"Theodore Schwartz","Male","Competitive Open",6
"15",15,"0:42:05","Bellingham Firefighters",41,"Matt Davis","Male","Corporate",1
"16",16,"0:42:38","Northwest Behavioral Health",82,"Duncan McBean","Male","Competitive Open",7
"17",17,"0:42:42","Jedi Ponies",176,"Noel Phillips","Male","Car-Free",1
"18",18,"0:42:48","PACCAR Technical Center",237,"Michael Feist","Male","Corporate",2
"19",19,"0:43:17","Peoples Bank",70,"Jeffery McConaughy","Male","Veterans",2
"20",19,"0:43:17","Performance Health Northwest's Sexy Disasters",133,"Erik DeRoche","Male","Competitive Open",8
"21",21,"0:43:46","Mt. Baker Ski Patrol",202,"Jon Ross","Male","Corporate",3
"22",22,"0:43:59","Boundary Bay Brewery Women",275,"Courtenay McFadden","Female","Competitive Women",1
"23",23,"0:44:14","B'hams Bodacious Beerbellies",218,"Charles Ganske","Male","Competitive Open",9
"24",24,"0:44:16","Two Cubed To Finish",94,"Colin Ferguson","Male","Competitive Open",10
"25",25,"0:44:18","Okanagan Express",229,"Chris Neenan","Male","Masters",4
"26",26,"0:44:21","WompMobile",313,"Josh Parrish","Male","Car-Free",2
"27",27,"0:44:30","Kulshan Cycles",102,"Elizabeth Hartsoch","Female","Whatcom County Women",1
"28",28,"0:44:34","BFF's (Barlean's Flax Fanatics)",11,"Erik Carlson","Male","Competitive Open",11
"29",29,"0:44:40","Winers and Whiners",13,"Don Larsen","Male","Recreational Open",3
"30",30,"0:44:47","Shell Thunder",67,"RJ Koolwijk","Male","Corporate",4
"31",31,"0:44:54","Seize the Body-Float the Day",266,"Magnus Collander","Male","Car-Free",3
"32",31,"0:44:54","Allen8tors",1,"Dar Schmid","Male","Family",1
"33",33,"0:45:03","Super Babes of Anacortes Rigging",132,"Lane Cromelin","Male","Competitive Open",12
"34",34,"0:45:07","Kevin LaFleur Memorial Team",175,"Tommy Lingbloom","Male","Competitive Open",13
"35",35,"0:45:17","CorePhysio",182,"Nicole Connor","Female","Whatcom County Women",2
"36",36,"0:45:44","Boomer's Drive-In Mixed",167,"Andi Zolton","Female","Competitive Mixed",1
"37",37,"0:45:45","The Bridge Bellingham",162,"John Randolph","Male","Recreational Open",4
"38",38,"0:45:48","HardCorePhysio",190,"John Clark","Male","Whatcom County Mixed",1
"39",39,"0:46:02","Baker's Crew",233,"Amy Richards","Female","Recreational Mixed",1
"40",40,"0:46:03","Half Fast",255,"Marsa Daniel","Female","Competitive Open",14
"41",41,"0:46:12","Whatcoms up must come down",187,"Tom Fryer","Male","Recreational Mixed",2
"42",41,"0:46:12","Seattle ICO Rocks!",227,"Campbell DIEBOLT","Male","Recreational Mixed",2
