"","Leg Place","Elapsed Time","Team Name","Team #","Racer Name","Gender","Category","Div Place"
"1",1,"0:17:09","Barron Heating",51,"Brian Gregg",NA,"Competitive Open",1
"2",2,"0:17:15","Team Aeromech",80,"Tad Elliott",NA,"Competitive Open",2
"3",3,"0:18:59","Cordata Dental",13,"Caitlin Gregg",NA,"Competitive Mixed",1
"4",4,"0:19:01","Boomer's Drive-In",54,"Samuel Naney",NA,"Competitive Open",3
"5",5,"0:19:11","Barron Heating Legends",175,"Kent Murdoch",NA,"Masters",1
"6",6,"0:19:27","Bird Construction",110,"Thomsen D'Hont",NA,"Corporate",1
"7",7,"0:19:30","NW Sleep Solutions",73,"Marc Andre Bedard",NA,"Competitive Open",4
"8",8,"0:20:30","Haven Midwifery",283,"Jesse Heckrodt",NA,"Family",1
"9",9,"0:20:45","Klicks Running and Walking",480,"Logan Wetzel",NA,"Whatcom County Open",1
"10",10,"0:21:05","Boundary Bay Women's Team",94,"Alysson Marshall",NA,"Competitive Women",1
"11",11,"0:21:25","The Unorthodocs",410,"Jason Tedrow",NA,"Recreational Open",1
"12",12,"0:21:34","A Gift of Dance/Fast and Female",93,"Kelly Ahern",NA,"Competitive Women",2
"13",13,"0:21:48","Mt. Baker Ski Area Masters",174,"Rune Harlzestad",NA,"Masters",2
"14",14,"0:22:14","BEAVERS TREE SERVICE",473,"Jacob Hartsoch",NA,"Whatcom County Open",2
"15",15,"0:22:28","Boomer's Drive-In Mixed",90,"Alexa Turzian",NA,"Competitive Mixed",2
"16",16,"0:22:30","CLAVICLE 3 RACING",177,"John Spaude",NA,"Masters",3
"17",17,"0:23:00","GetSimpleBox.com",179,"Chris Humbert",NA,"Masters",4
"18",18,"0:23:33","Half and Half",33,"Andrei Revyakin",NA,"Competitive Open",5
"19",19,"0:23:57","Bank of the Pacific #2",88,"Tony Wiederkehr",NA,"Competitive Open",6
"20",20,"0:24:23","The Tag-Alongs",409,"Jonathan Loeffler",NA,"Recreational Open",2
"21",21,"0:24:35","Bank of the Pacific",87,"Deb Bauer",NA,"Competitive Mixed",3
"22",22,"0:24:45","MRSAnaries",70,"Scott Shinneman",NA,"Competitive Open",7
"23",23,"0:25:02","I Am Maru",299,"Don Camp",NA,"Recreational Open",3
"24",24,"0:25:08","In Health Seattle",66,"Steve Hindman",NA,"Competitive Open",8
"25",25,"0:25:26","Stupendous Men",79,"Aric Gaither",NA,"Competitive Open",9
"26",26,"0:25:30","Half Fast",293,"Peter Stanley",NA,"Recreational Open",4
"27",27,"0:25:36","Must Beat Ash",71,"Chris Halldorson",NA,"Competitive Open",10
"28",28,"0:25:51","Nooksackulous",72,"Ryan Larson",NA,"Competitive Open",11
"29",29,"0:25:54","Half & Half",181,"Anton Issinski",NA,"Masters",5
"30",30,"0:26:00","Deep Cove Outdoors",95,"Andrea Bundon",NA,"Competitive Women",3
"31",31,"0:26:07","Desolation Angels",24,"Anthony Chapin",NA,"Competitive Open",12
"32",32,"0:26:21","The Monkey Wrench Gang",83,"Hugh Klinedinst",NA,"Competitive Open",13
"33",33,"0:26:30","Cloud Mountain Farm Center",465,"Chris Testa",NA,"Whatcom County Mixed",1
"34",33,"0:26:30","Don't Panic Dads",274,"Eric Jaecks",NA,"Recreational Open",5
"35",35,"0:26:36","Los Alamos Mountain Gnomes",170,"Orion Staples",NA,"High School",1
"36",36,"0:26:41","Darwin's Bulldogs",59,"Darrell Sofield",NA,"Competitive Open",14
"37",36,"0:26:41","Robodog",76,"Nicholas Roehner",NA,"Competitive Open",14
"38",38,"0:26:53","TNT",416,"Geoffrey Crofoot",NA,"Recreational Open",6
"39",39,"0:27:00","Greatest American Heroes",291,"Andrew Schmidt",NA,"Recreational Open",7
"40",40,"0:27:07","OOO-UM-GOW-AH",342,"Gil Lund",NA,"Whatcom County Open",3
"41",41,"0:27:12","Myoclonic Jerks",333,"Bjørn Bakken",NA,"Recreational Open",8
"42",42,"0:27:18","Sound Source",378,"jon albright",NA,"Recreational Open",9
"43",43,"0:27:30","Dirty Muffin Tops",466,"dan froula",NA,"Whatcom County Mixed",2
"44",44,"0:27:59","Janicki Veterans",122,"Will Whiton",NA,"Corporate",2
"45",45,"0:28:22","Car-Free Slug Nuts",9,"Stefan Travis",NA,"Car-Free",1
"46",46,"0:28:39","The Moose Knuckles ( & one chick)",397,"Mark Bertoia",NA,"Recreational Open",10
"47",47,"0:29:05","BC Ski to Sea",190,"Will Schuurman",NA,"Recreational Mixed",1
"48",48,"0:29:13","Rocket Donuts",39,"Kirsten Bock",NA,"Competitive Mixed",4
"49",49,"0:29:14","VanDammage",84,"Robert Hamlin",NA,"Competitive Open",16
"50",50,"0:29:20","Team Downski",43,"Vern Latta",NA,"Competitive Open",17
"51",50,"0:29:20","Rock, Paper, Scissors",98,"Jennifer Myers",NA,"Competitive Women",4
"52",50,"0:29:20","High Expectations",168,"Nick Taylor",NA,"High School",2
"53",53,"0:29:32","Got Hope",63,"Jim Marcotte",NA,"Competitive Open",18
"54",54,"0:29:34","Fanatik Hot Flashes",492,"Elizabeth Herdman",NA,"Whatcom County Women",1
"55",55,"0:29:36","Team of Thrones: Lannisters",387,"Fraiser Opel",NA,"Recreational Open",11
