"","Leg Place","Elapsed Time","Team Name","Team #","Racer Name","Gender","Category","Div Place"
"1",1,"0:43:25","Barron Heating",2,"Zsolt Szadovszki",NA,"Competitive Open",1
"2",2,"0:44:12","R.B. Wick's Warriors",436,"Gabe Newton",NA,"Competitive Open",2
"3",3,"0:44:47","clippercanoes.com",5,"Ian Mackenzie",NA,"Competitive Open",3
"4",4,"0:45:26","BEAVERS TREE SERVICE",355,"Brandon Nelson",NA,"Whatcom County Open",1
"5",5,"0:45:43","Boss Construction II",387,"Gareth Tudor-Jones",NA,"Competitive Open",4
"6",6,"0:45:45","MRSAnaries",273,"david jacobson",NA,"Whatcom County Open",2
"7",7,"0:46:05","Nooksackulous",417,"Carter Johnson",NA,"Competitive Open",5
"8",8,"0:46:20","Win or Die",388,"Donald Kiesling",NA,"Veterans",1
"9",9,"0:46:24","BAGELRY",4,"Jeff Hilburn",NA,"Competitive Open",6
"10",10,"0:46:50","R.B. Wick's Masters Gentlemen",483,"Kirk Christensen",NA,"Masters",1
"11",11,"0:47:01","Tony's Demons",331,"Andrew McEwan",NA,"Competitive Open",7
"12",12,"0:47:32","Barron Heating Legends",3,"Erik Borgnes",NA,"Masters",2
"13",13,"0:47:45","Still looking for a sponsor",349,"Shane Martin",NA,"Competitive Open",8
"14",14,"0:47:49","Boss Construction",1,"Eric Moll",NA,"Competitive Open",9
"15",15,"0:48:28","Klicks Running & Walking",366,"Peter Marcus",NA,"Whatcom County Open",3
"16",16,"0:48:58","Going Rogue",125,"Erik Wermus",NA,"Competitive Open",10
"17",17,"0:49:32","Bank of the Pacific",399,"Dean Bumstead",NA,"Veterans",2
"18",18,"0:50:14","@tdcurran",343,"Reivers Dustin",NA,"Masters",3
"19",19,"0:50:49","Action Sports Group",492,"Daryl Remmler",NA,"Recreational Open",1
"20",20,"0:50:55","In Health Seattle",116,"Larry Bussinger",NA,"Veterans",3
"21",21,"0:51:30","Mt. Baker Ski Area Veterans",478,"Larry Goolsby",NA,"Veterans",4
"22",22,"0:51:51","Nitropaced",155,"Shaun Sullivan",NA,"Competitive Open",11
"23",23,"0:51:59","Fairhaven Runners",353,"john george",NA,"Masters",4
"24",24,"0:52:36","BOUNDARY BAY BREWERY",490,"Tracy Landboe",NA,"Competitive Women",1
"25",25,"0:52:42","GRUBS PAIN PARADE",91,"Marc Whitlock",NA,"Veterans",5
"26",26,"0:52:44","Nomad GCS",304,"Dan Wakeland",NA,"Competitive Open",12
"27",27,"0:53:40","Kulshan Cycles",28,"Heather Nelson",NA,"Whatcom County Women",1
"28",28,"0:53:57","Toplinx One",99,"Jeff Hegedus",NA,"Veterans",6
"29",29,"0:54:30","Realistic Ambiguity",200,"Paul Clement",NA,"Competitive Open",13
"30",30,"0:54:43","ATTACK OF THE KILLER LAHARS!!!",485,"Eric Grossman",NA,"Corporate",1
"31",31,"0:55:59","NW Sleep Solutions",296,"Greg Bawden",NA,"Competitive Open",14
"32",32,"0:56:10","Boomer's Drive-In",66,"Mischa Burnett",NA,"Competitive Open",15
"33",33,"0:56:13","Mt. Baker Ski Area Mixed",477,"Kim Cantrell",NA,"Whatcom County Mixed",1
"34",34,"0:57:30","Woodcraft Wood Floors, Inc.",316,"Roger Lamb",NA,"Veterans",7
"35",35,"0:58:20","Unorthodocs",247,"Michael Gregory",NA,"Competitive Open",16
