"","Leg Place","Elapsed Time","Team Name","Team #","Racer Name","Gender","Category","Div Place"
"1",1,"0:43:56","RunningShoes.com",167,"Logan Wetzel",NA,"Whatcom County Open",1
"2",2,"0:46:02","Boss Construction",74,"Steve Fisher",NA,"Competitive Open",1
"3",3,"0:46:31","clippercanoes.com",1,"Ricky Federau",NA,"Competitive Open",2
"4",4,"0:47:45","Boss Construction, MASTERS",471,"Loren Hanson",NA,"Masters",1
"5",5,"0:47:46","BAGELRY",27,"Adam Schwind",NA,"Competitive Open",3
"6",6,"0:48:17","Barron Heating",35,"Aaron Bradford",NA,"Competitive Open",4
"7",7,"0:48:59","Neiner Neiner Weiner",25,"Mike Fusaro",NA,"Competitive Open",5
"8",8,"0:49:13","VanDammage",62,"Darrin Seeds",NA,"Competitive Open",6
"9",9,"0:50:16","BEAVERS TREE SERVICE",128,"Beau Whitehead",NA,"Whatcom County Open",2
"10",10,"0:50:42","Sportsman Chalet",60,"Mark Hanson",NA,"Competitive Open",7
"11",11,"0:50:48","Northwest Chiropractic, PS",489,"Ian Gerrish",NA,"Veterans",1
"12",12,"0:51:46","High Country Hoodlums",33,"Fraser Charles",NA,"Competitive Open",8
"13",13,"0:51:51","Pape Rents/Bobcat West",470,"Jeff Cummings",NA,"Masters",2
"14",14,"0:52:10","Womb-bats",348,"Brent Davis",NA,"Recreational Open",1
"15",15,"0:52:22","Nomad GCS",73,"Dustin VanWyck",NA,"Competitive Open",9
"16",16,"0:52:24","Bank of the Pacific",488,"Paul Berry",NA,"Veterans",2
"17",17,"0:52:46","Boomer's Drive-In",18,"Arnie Liati",NA,"Competitive Open",10
"18",18,"0:52:48","Nitropaced",124,"Rob Campbell",NA,"Whatcom County Open",3
"19",19,"0:53:48","Cake and Booze",432,"Kirk Turner",NA,"Recreational Mixed",1
"20",20,"0:53:50","Tinky Winky and his Gang of Pain",21,"Dan Hazzard",NA,"Competitive Open",11
"21",21,"0:54:12","Win or Die",494,"Rick Heckenlaible",NA,"Veterans",3
"22",22,"0:54:28","Frank and Lola",53,"Kyle Salisbury",NA,"Competitive Open",12
"23",23,"0:54:50","Outbound Life.com",350,"Kyle Pieti",NA,"Recreational Open",2
"24",24,"0:54:59","Boss Construction 4 Western Football",75,"Owen Dudley",NA,"Competitive Open",13
"25",25,"0:55:09","DIEGO'S",63,"Thomas Fryer",NA,"Competitive Open",14
"26",26,"0:55:14","Made in the Methow-Mazama Store",451,"Cody Cupp",NA,"High School",1
"27",27,"0:55:18","RE/MAX Whatcom County",137,"Jeff McConaughy",NA,"Whatcom County Mixed",1
"28",28,"0:55:21","My Ski to Sea Team",493,"Scott Young",NA,"Veterans",4
"29",29,"0:55:37","Unorthodocs",38,"Michael Hammer",NA,"Competitive Open",15
"30",30,"0:55:38","@tdcurran",475,"Paul Berkshire",NA,"Masters",3
"31",31,"0:56:31","Kulshan Cycles",139,"Nicola Mann",NA,"Whatcom County Women",1
"32",32,"0:56:52","POS-X",50,"Jason Porter",NA,"Competitive Open",16
"33",33,"0:56:59","The Hustle",351,"Kyler Spivey",NA,"Recreational Mixed",2
"34",34,"0:57:16","DBOM Squad",54,"Jeff Flogel",NA,"Competitive Open",17
