"","Leg Place","Elapsed Time","Team Name","Team #","Racer Name","Gender","Category","Div Place"
"1",1,"1:53:48","Boomer's Drive-In",15,"Eric Gerstl / Michael Hammer","Male / Male","Competitive Open",1
"2",2,"1:54:06","Epic Kayaks",350,"Glenn Bond / Bob Woodman","Male / Male","Competitive Open",2
"3",3,"1:54:07","BEAVERS TREE SERVICE",1,"Brian Boatman / Michael Lee","Male / Male","Whatcom County Open",1
"4",4,"1:55:29","Peoples Bank",199,"Thom Prichard / Chris Cupp","Male / Male","Veterans",1
"5",5,"1:56:36","Exxel Pacific",17,"Matt Stodola / Geoff Stodola","Male / Male","Corporate",1
"6",6,"1:56:45","Okanagan Express",245,"Tyson Bull / Stuart Rahkola","Male / Male","Masters",1
"7",7,"1:56:48","Two Cubed To Finish",28,"Liam Price / Edoh Amiran","Male / Male","Competitive Open",3
"8",8,"1:57:05","Bellingham Firefighters",31,"Collin Smith / Brian Flannelly","Male / Male","Corporate",2
"9",9,"1:59:06","COLDWELL BANKER BAIN",353,"Henry TePaske / Derek Buse","Male / Male","Competitive Open",4
"10",10,"1:59:32","Schmidt Orthodontics Greatest American Heroes",163,"Rob Rogers / Carter Kiesau","Male / Male","Masters",2
"11",11,"2:00:33","Inn at Lynden",88,"Eric Paige / Matt Treat","Male / Male","Whatcom County Open",2
"12",12,"2:00:57","Boomer's Drive-In Veterans",14,"Jum Bauer / Nicholas Bauer","Male / Male","Veterans",2
"13",13,"2:02:13","Squires",52,"Doug Ritchie / Chris Gutiérrez Flynn","Male / Male","Competitive Mixed",1
"14",14,"2:02:26","MasterBakers",114,"Scott Decker / Kim Dolezsar","Male / Male","Competitive Open",5
"15",15,"2:02:50","old legs",358,"Darryl Spencer / Blaine Holden","Male / Male","Recreational Open",1
"16",16,"2:04:03","VANDAMMAGE",344,"David Schlesinger / Jay Ostby","Male / Male","Competitive Open",6
"17",17,"2:04:44","MONKEYWRENCH GANG",62,"Michael Meyer / Rob McCormack","Male / Male","Competitive Open",7
"18",18,"2:05:10","Tony’s Coffee",172,"Fat Gabe Starbuck / Sneaky Pete Wells","Male / Male","Whatcom County Mixed",1
"19",19,"2:05:11","Brandon Nelson Partners",168,"Char Waller / Kimberly Reeves","Female / Female","Whatcom County Women",1
"20",20,"2:05:12","Mass Wasting",29,"Lowell Neal / Taylor Schwartz","Male / Male","Recreational Open",2
"21",21,"2:06:21","HardCore Physio",203,"Susan Bennerstrom / David Scherrer","Female / Female","Whatcom County Mixed",2
"22",22,"2:07:47","Galloping Gonads",234,"James Healy / Nathan Starzynski","Male / Male","Competitive Open",8
"23",23,"2:07:55","Cordata Dental",235,"Matt Shepherd / Anchor Shepherd","Male / Male","Family",1
"24",24,"2:07:57","Mount Baker Ravens",278,"duncan howat / Bob McBeath","Male / Male","Veterans",3
"25",25,"2:08:17","Bellingham Bay Builders",349,"Peter Scherrer / Christopher Kazimer","Male / Male","Corporate",3
"26",26,"2:08:23","Jack's Bicycle Center Queens of Dirt",81,"Mel Durban / Karen Bates","Female / Female","Competitive Women",1
"27",27,"2:08:33","CorePhysio",224,"Kerri Love / Grace Parks","Female / Female","Whatcom County Women",2
"28",28,"2:09:13","The GOATs",357,"Veronica Wisniewski / Gen Matsui","Female / Female","Recreational Mixed",1
"29",29,"2:09:20","Breadfarm Dough Boys",205,"Sam Stoner / Brady Lester","Male / Male","Competitive Open",9
"30",30,"2:09:25","NWIC Eagles",160,"Rocky Lam / Dave Oreiro","Male / Male","Recreational Open",3
"31",31,"2:09:36","The Real Housewives of Whatcom County",30,"Brandi Brady / Margaret Langford","Female / Female","Competitive Women",2
"32",32,"2:09:59","Peoples Bank WHJ",259,"Greg Fosty / Mike Baker","Male / Male","Veterans",4
"33",33,"2:10:02","SHEroes",179,"Barbara Willson / daphne brockington","Female / Female","Competitive Women",3
"34",34,"2:10:52","BFF'S(BARLEAN'S FLAX FANATICS)",76,"Joshua Hamilton / Aaron Boje","Male / Male","Competitive Open",10
"35",35,"2:11:05","The Unorthodocs",16,"Jason Stoane / joel hoekema","Male / Male","Competitive Open",11
"36",36,"2:11:47","Turnt Up and Burnt Up",313,"Anthony Boscolo / Haley Boscolo","Male / Male","Competitive Open",12
"37",37,"2:12:18","Bank of the Pacific",2,"Glen Marsh / Patrick Marsh","Male / Male","Competitive Open",13
"38",38,"2:12:46","Neiner Neiner Weiner",124,"Brady Gustafson / Todd Meldahl","Male / Male","Competitive Open",14
"39",39,"2:12:58","Wild Rumpus",99,"Leslie Clark / Jacqueline Caplan-Auerbach","Female / Female","Competitive Mixed",2
"40",40,"2:13:28","Stones Throw Brewery Hustlers",148,"David Simeur / Steve Lindsey","Male / Male","Competitive Mixed",3
"41",41,"2:13:40","Minor Threat",288,"Scott Paglia / James Bochsler","Male / Male","Whatcom County Open",3
"42",42,"2:13:51","Infinite Smiles Per Hour",267,"Dorothy Burke / Gary Southstone","Female / Female","Competitive Open",15
"43",43,"2:14:01","Lazy Lloyds",181,"Bryan Torian / Monica Lloyd","Male / Male","Family",2
"44",44,"2:14:10","Zombie LLamas",82,"Michael Sarniak / Jessica Engel","Male / Male","Recreational Mixed",2
"45",45,"2:14:16","Darwin's Bulldogs",273,"Predrag Vadjic / John Rybczyk","Male / Male","Masters",3
"46",46,"2:14:58","Man, are we gettin' old or what?",326,"Terri Plake / Matthew Bautista","Female / Female","Competitive Open",16
