"","Leg Place","Elapsed Time","Team Name","Team #","Racer Name","Gender","Category","Div Place"
"1",1,"1:22:55","Barron Heating",2,"Dan Harm",NA,"Competitive Open",1
"2",2,"1:23:35","BAGELRY",4,"Chris Teufel",NA,"Competitive Open",2
"3",3,"1:23:50","Boss Construction II",387,"Ben Rathkamp",NA,"Competitive Open",3
"4",4,"1:23:54","Barron Heating Legends",3,"Chandler Leach",NA,"Masters",1
"5",5,"1:24:14","Klicks Running & Walking",366,"Phil Elsasser",NA,"Whatcom County Open",1
"6",6,"1:25:36","R.B. Wick's Masters Gentlemen",483,"Aaron Berntson",NA,"Masters",2
"7",7,"1:25:42","Boomer's Drive-In",66,"Jamie Stangeland",NA,"Competitive Open",4
"8",8,"1:25:54","R.B. Wick's Warriors",436,"Karl Cunningham",NA,"Competitive Open",5
"9",9,"1:25:55","Nomad GCS",304,"Dustin VanWyck",NA,"Competitive Open",6
"10",10,"1:26:26","Nooksackulous",417,"Grant Boursaw",NA,"Competitive Open",7
"11",11,"1:27:08","Boss Construction",1,"Ian Mensher",NA,"Competitive Open",8
"12",12,"1:27:18","BEAVERS TREE SERVICE",355,"Brian Ecker",NA,"Whatcom County Open",2
"13",13,"1:28:00","MRSAnaries",273,"Nate Reiss",NA,"Whatcom County Open",3
"14",14,"1:28:24","Tony's Demons",331,"Sam Krieg",NA,"Competitive Open",9
"15",15,"1:31:51","BOUNDARY BAY BREWERY",490,"Jennifer Wheeler",NA,"Competitive Women",1
"16",16,"1:32:09","Bank of the Pacific",399,"John Kodin",NA,"Veterans",1
"17",17,"1:32:41","Nitropaced",155,"Lang Reynolds",NA,"Competitive Open",10
"18",18,"1:32:50","Kicked in the Nooksack",188,"Stewart Bowmer",NA,"Whatcom County Open",4
"19",19,"1:33:33","Hoka Hey",500,"Trevor Spahr",NA,"Competitive Open",11
"20",20,"1:33:50","The Monkey Wrench Gang",43,"John Lackey",NA,"Competitive Open",12
"21",21,"1:33:52","Click Go",11,"Scott Alexander",NA,"Corporate",1
"22",22,"1:33:57","Bank of the Pacific - Competitive Open",92,"Chad Clarke",NA,"Competitive Open",13
"23",23,"1:34:36","Unorthodocs",247,"Matt Oswin",NA,"Competitive Open",14
"24",24,"1:34:51","Fairhaven Runners",353,"Paul Clement",NA,"Masters",3
"25",25,"1:34:55","@tdcurran",343,"Steve Poulter",NA,"Masters",4
"26",26,"1:34:58","Drinkers with a Racing Problem",438,"Shawn Cecotti",NA,"Competitive Open",15
"27",27,"1:35:03","Brooks Manufacturing Co.",175,"Rusty Dodge",NA,"Competitive Open",16
"28",28,"1:35:32","In Health Seattle",116,"Eric Knapp",NA,"Veterans",2
"29",29,"1:35:41","clippercanoes.com",5,"Flavio Rattazzi",NA,"Competitive Open",17
"30",30,"1:36:10","Still looking for a sponsor",349,"Andrew Graham",NA,"Competitive Open",18
"31",31,"1:37:13","Mt. Baker Ski Area Mixed",477,"Mike Trowbridge",NA,"Whatcom County Mixed",1
"32",32,"1:37:17","VanDammage",240,"Jon Takao",NA,"Competitive Open",19
"33",33,"1:37:19","Win or Die",388,"Dave Gordon",NA,"Veterans",3
"34",34,"1:37:20","Cordata Dental",373,"Colby Plagge",NA,"Competitive Open",20
"35",35,"1:37:25","Boomer's Drive-In Mixed",129,"Michael Finley",NA,"Competitive Mixed",1
"36",36,"1:37:26","Bellingham Firefighters",159,"willy spaulding",NA,"Corporate",2
"37",37,"1:37:45","The Wreckers",429,"Tim Reinholtz",NA,"Recreational Open",1
"38",38,"1:39:27","Dead Puppy Factory",351,"Chris Cloyd",NA,"Competitive Open",21
"39",39,"1:39:30","Corporal Punishment",452,"J. Irons",NA,"Recreational Mixed",1
"40",40,"1:39:50","Questionable Motives",67,"Pat White",NA,"Competitive Open",22
"41",41,"1:40:25","DEAFinately Awesome",58,"Trevor Kosa",NA,"Recreational Open",2
"42",42,"1:40:37","Mt. Baker Ski Area Veterans",478,"Russ Borneman",NA,"Veterans",4
"43",43,"1:41:02","Hertz So Good $#@!",282,"Mark Loreen",NA,"Recreational Open",3
"44",44,"1:41:25","ForestEthics",134,"Dan Ross",NA,"Recreational Open",4
"45",45,"1:41:26","Proof is in the Puddin'",277,"Dave Bishop",NA,"Recreational Mixed",2
"46",46,"1:41:28","Olyeattleham",324,"Dean Jasper",NA,"Recreational Open",5
"47",47,"1:41:43","Bad Czechs",280,"Andrew Howell",NA,"Competitive Open",23
"48",48,"1:41:45","Adventures NW--the Borgias Kids Race, Play, Experience",64,"Callen Borgias",NA,"Family",1
"49",49,"1:41:47","Darwin's Bulldogs",281,"Robert Mitchell",NA,"Competitive Open",24
"50",50,"1:42:04","BHam's  Bodacious BeerBellies",NA,"Joseph Wasikowski",NA,"Competitive Open",25
"51",51,"1:42:19","Ralf's Pretzel Bakery - Car Free",194,"Noel Phillips",NA,"Competitive Mixed",2
"52",52,"1:42:22","Kids on [Lactic] Acid",320,"Brian Houck",NA,"Competitive Open",26
"53",53,"1:42:29","Team Harts Pass",370,"Clinton Anderson",NA,"Competitive Open",27
"54",54,"1:42:41","Bring Back WWU Football.Com",164,"Sean Hackney",NA,"Competitive Open",28
"55",55,"1:42:51","Greatest American Heroes",17,"Stuart Ayling",NA,"Recreational Open",6
"56",56,"1:42:53","Going Rogue",125,"Brian Peithman",NA,"Competitive Open",29
"57",57,"1:43:13","Mas Margaritas",19,"Pete Keyes",NA,"Recreational Mixed",3
"58",58,"1:43:18","Are We There Yet?",383,"John McLaughlin",NA,"Whatcom County Mixed",2
"59",59,"1:43:31","NW Sleep Solutions",296,"Peter Donovan",NA,"Competitive Open",30
"60",60,"1:44:09","Blitz",357,"Chris Hughes",NA,"Recreational Open",7
"61",61,"1:44:16","Canuckin' fast",457,"Gillian Moody",NA,"Competitive Women",2
"62",62,"1:44:38","The Purple Cobras",97,"James Wells",NA,"Recreational Open",8
"63",63,"1:44:41","Alpha Dogs",38,"Ryan Roy",NA,"Corporate",3
"64",64,"1:44:43","StingyStudent.com",405,"Dennis Weeks",NA,"Whatcom County Open",5
"65",65,"1:44:56","Kevin LaFleur Memorial Team",445,"Alan Philips",NA,"Competitive Open",31
"66",66,"1:44:59","Floundering Salmon",18,"Liz Marzolf",NA,"Competitive Mixed",3
"67",67,"1:45:28","Moomba",376,"Jonathan Shepherd",NA,"Competitive Open",32
"68",68,"1:45:35","Whatcom Physical Therapy and Fitness",21,"Joel Sellinger",NA,"Recreational Mixed",4
"69",69,"1:45:43","Made in the Methow-Mazama Store",79,"Keelan Christensen",NA,"High School",1
"70",69,"1:45:43","An Old Guy and Friends",266,"Bob Snyder",NA,"Competitive Open",33
"71",71,"1:45:50","Full Nelson",308,"jamie bauman",NA,"Family",2
"72",72,"1:45:51","Kulshan Cycles",28,"Marti Riemer",NA,"Whatcom County Women",1
"73",72,"1:45:51","SpandeXXX",286,"Danny Warner",NA,"Competitive Mixed",4
"74",74,"1:46:08","Toplinx One",99,"Paul de Jong",NA,"Veterans",5
"75",74,"1:46:08","Hammer Time",16,"Paul Vassallo",NA,"Recreational Open",9
"76",76,"1:46:10","NW Gastroenterology",409,"Zach Curtis",NA,"Recreational Open",10
"77",76,"1:46:10","CrossFit X",118,"Guy Tucker",NA,"Whatcom County Mixed",3
