"","Leg Place","Elapsed Time","Team Name","Team #","Racer Name","Gender","Category","Div Place"
"1",1,"1:14:34","BAGELRY",18,"Chris Teufel",NA,"Competitive Open",1
"2",2,"1:15:00","Barron Heating",28,"Adrian Hegyvary",NA,"Competitive Open",2
"3",3,"1:17:18","Boomer's Drive-In",7,"Jamie Stangeland",NA,"Competitive Open",3
"4",4,"1:17:44","Boss Construction 4 Western Football",57,"Nick Clayville",NA,"Competitive Open",4
"5",5,"1:18:12","XCEL WETSUITS",45,"Curtis Dearden",NA,"Competitive Open",5
"6",6,"1:19:46","clippercanoes.com",16,"Flavio Rattazzi",NA,"Competitive Open",6
"7",7,"1:20:53","BEAVERS TREE SERVICE",136,"Brian Ecker",NA,"Whatcom County Open",1
"8",8,"1:21:28","Boss Construction 4 Western Football II",58,"Karsten Hagen",NA,"Competitive Open",7
"9",9,"1:21:32","Win or Die",490,"Alastair Lockett",NA,"Veterans",1
"10",10,"1:21:43","@tdcurran",473,"Steve Poulter",NA,"Masters",1
"11",11,"1:22:03","RunningShoes.com",186,"Phil Elsasser",NA,"Whatcom County Open",2
"12",12,"1:22:35","Samuel's Furniture",471,"Glenn Bunselmeyer",NA,"Masters",2
"13",13,"1:22:44","BOUNDARY BAY BREWERY",74,"Robin Secrist",NA,"Competitive Women",1
"14",13,"1:22:44","Nomad Technologies",51,"Rich Graves",NA,"Competitive Open",8
"15",15,"1:22:51","Nitropaced",131,"Rob Campbell",NA,"Whatcom County Open",3
"16",16,"1:22:52","Unorthodocs",229,"Matt Oswin",NA,"Recreational Open",1
"17",17,"1:23:03","MRSAnaries",12,"Nate Reiss",NA,"Competitive Open",9
"18",18,"1:23:12","Bank of the Pacific",489,"John Kodin",NA,"Veterans",2
"19",19,"1:23:30","ThorAppliances.com",14,"Ross Spero",NA,"Competitive Open",10
"20",20,"1:24:31","Banditos Burritos",185,"Ryan Rickerts",NA,"Whatcom County Open",4
"21",21,"1:25:09","Noble Sports Chiropractic",65,"David Neubeck",NA,"Competitive Open",11
"22",21,"1:25:09","Cordata Dental",71,"Joseph Wasikowski",NA,"Competitive Open",11
"23",23,"1:25:28","POS-X",42,"John Harkness",NA,"Competitive Open",13
"24",24,"1:25:53","Brooks Manufacturing",531,"Rusty Dodge",NA,"Corporate",1
"25",24,"1:25:53","Cornwall Church",403,"Tim Woods",NA,"Recreational Mixed",1
"26",26,"1:26:10","Angle of Repose",147,"John McLaughlin",NA,"Whatcom County Open",5
"27",27,"1:26:14","Surfrider",320,"Chad Clarke",NA,"Recreational Mixed",2
