"","Leg Place","Elapsed Time","Team Name","Team #","Racer Name","Gender","Category","Div Place"
"1",1,"0:38:44","Boomer's Drive-In",94,"Austin Kieffer","Male","Competitive Open",1
"2",2,"0:40:50","TeamPeacehealth In Memory of 1st Lt J. Ulrich",242,"David Jacobson","Male","Competitive Open",2
"3",3,"0:41:09","Boomer's Drive-In Veterans",128,"Nicholas Cryder","Male","Veterans",1
"4",4,"0:41:27","Inn at Lynden",54,"James Klein","Male","Whatcom County Open",1
"5",5,"0:41:45","BEAVERS TREE SERVICE",290,"Brandon Nelson","Male","Whatcom County Open",2
"6",6,"0:42:37","COLDWELL BANKER BAIN",266,"Erik Wermus","Male","Competitive Open",3
"7",7,"0:43:31","Rudy's Pizzeria",13,"Steve Scoggins","Male","Competitive Open",4
"8",8,"0:43:43","Nooksackulous",127,"Wes Hammer","Male","Competitive Open",5
"9",9,"0:44:10","Megababes",260,"Kevin Olney","Male","Competitive Open",6
"10",10,"0:44:29","Schmidt Orthodontics Greatest American Heroes",112,"Tom Swetish","Male","Masters",1
"11",11,"0:44:38","Jack's Bicycle Center",148,"Sally Wallick","Female","Competitive Women",1
"12",12,"0:44:49","Archer Ale house",296,"Paul Clement","Male","Masters",2
"13",13,"0:45:10","Anacortes All Ages",153,"Bob Putnam","Male","Competitive Open",7
"14",14,"0:45:40","Peoples Bank",217,"Dean Bumstead","Male","Veterans",2
"15",15,"0:45:58","The Wet and Dirty Oars",166,"Tony Brown","Male","Competitive Open",8
"16",16,"0:46:07","Brandon Nelson Partners",184,"Heather Nelson","Female","Whatcom County Women",1
"17",17,"0:46:38","Mt Baker Ravens",281,"Larry Bussinger","Male","Veterans",3
"18",18,"0:46:45","The Monkey Wrench Gang",17,"Hugh Klinedinst","Male","Competitive Open",9
"19",19,"0:47:02","Orange Drink",93,"Josh Dyck","Male","Whatcom County Mixed",1
"20",20,"0:47:13","Bank of the Pacific",7,"Marc Whitlock","Male","Competitive Open",10
"21",21,"0:47:17","VanDammage",302,"Micheal Beckman","Male","Competitive Open",11
"22",22,"0:47:44","The Unorthodocs",59,"Reivers Dustin","Male","Competitive Open",12
"23",23,"0:47:58","Desolation Angels",20,"Byron Ricks","Male","Competitive Open",13
"24",24,"0:48:11","Faithlife",19,"Nick Kelly","Male","Corporate",1
